"S21 Log Mag"
"Frequency (Hz)","dB",
6497030625, 8.170567e+000,
6513905250, 8.111538e+000,
6530779875, 8.110380e+000,
6547654500, 8.154692e+000,
6564529125, 8.226886e+000,
6581403750, 8.285491e+000,
6598278375, 8.321014e+000,
6615153000, 8.329310e+000,
6632027625, 8.296981e+000,
6648902250, 8.261003e+000,
6665776875, 8.241758e+000,
6682651500, 8.274636e+000,
6699526125, 8.316441e+000,
6716400750, 8.329043e+000,
6733275375, 8.296203e+000,
6750150000, 8.230451e+000,
6767024625, 8.164210e+000,
6783899250, 8.139066e+000,
6800773875, 8.159160e+000,
6817648500, 8.187149e+000,
6834523125, 8.190766e+000,
6851397750, 8.218540e+000,
6868272375, 8.214333e+000,
6885147000, 8.195445e+000,
6902021625, 8.186501e+000,
6918896250, 8.200321e+000,
6935770875, 8.231691e+000,
6952645500, 8.243894e+000,
6969520125, 8.197824e+000,
6986394750, 8.111970e+000,
7003269375, 8.045680e+000,
7020144000, 8.027581e+000,
7037018625, 8.079099e+000,
7053893250, 8.155366e+000,
7070767875, 8.188394e+000,
7087642500, 8.159073e+000,
7104517125, 8.047245e+000,
7121391750, 7.921408e+000,
7138266375, 7.828490e+000,
7155141000, 7.803245e+000,
7172015625, 7.875788e+000,
7188890250, 8.039031e+000,
7205764875, 8.184840e+000,
7222639500, 8.235545e+000,
7239514125, 8.221553e+000,
7256388750, 8.172316e+000,
7273263375, 8.142073e+000,
7290138000, 8.129443e+000,
7307012625, 8.120202e+000,
7323887250, 8.157619e+000,
7340761875, 8.212146e+000,
7357636500, 8.212485e+000,
7374511125, 8.171475e+000,
7391385750, 8.085653e+000,
7408260375, 8.019990e+000,
7425135000, 8.044596e+000,
7442009625, 8.142958e+000,
7458884250, 8.228632e+000,
7475758875, 8.254798e+000,
7492633500, 8.198877e+000,
7509508125, 8.141597e+000,
7526382750, 8.125243e+000,
7543257375, 8.152104e+000,
7560132000, 8.202033e+000,
7577006625, 8.255883e+000,
7593881250, 8.280502e+000,
7610755875, 8.262926e+000,
7627630500, 8.212644e+000,
7644505125, 8.155512e+000,
7661379750, 8.169118e+000,
7678254375, 8.215022e+000,
7695129000, 8.260345e+000,
7712003625, 8.226479e+000,
7728878250, 8.155996e+000,
7745752875, 8.074707e+000,
7762627500, 8.065251e+000,
7779502125, 8.091984e+000,
7796376750, 8.138984e+000,
7813251375, 8.167853e+000,
7830126000, 8.141998e+000,
7847000625, 8.019724e+000,
7863875250, 7.787319e+000,
7880749875, 7.533244e+000,
7897624500, 7.417248e+000,
7914499125, 7.500226e+000,
7931373750, 7.721433e+000,
7948248375, 7.950390e+000,
7965123000, 8.071904e+000,
7981997625, 8.045872e+000,
7998872250, 7.893559e+000,
8015746875, 7.725629e+000,
8032621500, 7.620748e+000,
8049496125, 7.641935e+000,
8066370750, 7.772373e+000,
8083245375, 7.894830e+000,
8100120000, 7.881016e+000,
8116994625, 7.697122e+000,
8133869250, 7.477892e+000,
8150743875, 7.344588e+000,
8167618500, 7.350832e+000,
8184493125, 7.512163e+000,
8201367750, 7.754717e+000,
8218242375, 7.975940e+000,
8235117000, 8.061701e+000,
8251991625, 7.989585e+000,
8268866250, 7.781632e+000,
8285740875, 7.554218e+000,
8302615500, 7.468779e+000,
8319490125, 7.576894e+000,
8336364750, 7.814710e+000,
8353239375, 8.050519e+000,
8370114000, 8.119834e+000,
8386988625, 7.998640e+000,
8403863250, 7.816616e+000,
8420737875, 7.711413e+000,
8437612500, 7.716794e+000,
8454487125, 7.808876e+000,
8471361750, 7.953617e+000,
8488236375, 8.127088e+000,
8505111000, 8.235870e+000,
8521985625, 8.203596e+000,
8538860250, 8.083644e+000,
8555734875, 7.981025e+000,
8572609500, 7.960891e+000,
8589484125, 8.036520e+000,
8606358750, 8.099655e+000,
8623233375, 8.102761e+000,
8640108000, 8.080089e+000,
8656982625, 8.059055e+000,
8673857250, 8.058496e+000,
8690731875, 8.053202e+000,
8707606500, 8.069992e+000,
8724481125, 8.117739e+000,
8741355750, 8.191253e+000,
8758230375, 8.227865e+000,
8775105000, 8.165553e+000,
8791979625, 8.031099e+000,
8808854250, 7.947459e+000,
8825728875, 7.997507e+000,
8842603500, 8.138142e+000,
8859478125, 8.242388e+000,
8876352750, 8.254308e+000,
8893227375, 8.235074e+000,
8910102000, 8.221262e+000,
8926976625, 8.230756e+000,
8943851250, 8.251334e+000,
8960725875, 8.250178e+000,
8977600500, 8.242683e+000,
8994475125, 8.263133e+000,
9011349750, 8.253171e+000,
9028224375, 8.178352e+000,
9045099000, 8.069370e+000,
9061973625, 8.015753e+000,
9078848250, 8.041124e+000,
9095722875, 8.094024e+000,
9112597500, 8.137371e+000,
9129472125, 8.179050e+000,
9146346750, 8.205746e+000,
9163221375, 8.208318e+000,
9180096000, 8.144428e+000,
9196970625, 8.076330e+000,
9213845250, 8.056030e+000,
9230719875, 8.133946e+000,
9247594500, 8.258387e+000,
9264469125, 8.296691e+000,
9281343750, 8.249743e+000,
9298218375, 8.176310e+000,
9315093000, 8.170135e+000,
9331967625, 8.238799e+000,
9348842250, 8.324709e+000,
9365716875, 8.341850e+000,
9382591500, 8.288020e+000,
9399466125, 8.231341e+000,
9416340750, 8.161359e+000,
9433215375, 8.039989e+000,
9450090000, 7.928422e+000,
9466964625, 7.886825e+000,
9483839250, 7.903864e+000,
9500713875, 7.932978e+000,
9517588500, 7.897956e+000,
9534463125, 7.777145e+000,
9551337750, 7.604709e+000,
9568212375, 7.569145e+000,
9585087000, 7.747799e+000,
9601961625, 8.005548e+000,
9618836250, 8.162842e+000,
9635710875, 8.213203e+000,
9652585500, 8.217546e+000,
9669460125, 8.220736e+000,
9686334750, 8.210720e+000,
9703209375, 8.175887e+000,
9720084000, 8.195931e+000,
9736958625, 8.254126e+000,
9753833250, 8.299877e+000,
9770707875, 8.270830e+000,
9787582500, 8.178548e+000,
9804457125, 8.083824e+000,
9821331750, 8.026234e+000,
