"S21 Log Mag"
"Frequency (Hz)","dB",
8167618500, -4.524807e+000,
8184493125, -4.500072e+000,
8201367750, -4.503815e+000,
8218242375, -4.525511e+000,
8235117000, -4.569143e+000,
8251991625, -4.636816e+000,
8268866250, -4.713813e+000,
8285740875, -4.709486e+000,
8302615500, -4.625507e+000,
8319490125, -4.597077e+000,
8336364750, -4.622808e+000,
8353239375, -4.649240e+000,
8370114000, -4.670271e+000,
8386988625, -4.672876e+000,
8403863250, -4.650982e+000,
8420737875, -4.644145e+000,
8437612500, -4.610501e+000,
8454487125, -4.588714e+000,
8471361750, -4.581345e+000,
8488236375, -4.585124e+000,
8505111000, -4.587414e+000,
8521985625, -4.591314e+000,
8538860250, -4.643082e+000,
8555734875, -4.680511e+000,
8572609500, -4.664556e+000,
8589484125, -4.622163e+000,
8606358750, -4.612545e+000,
8623233375, -4.639679e+000,
8640108000, -4.639162e+000,
8656982625, -4.640591e+000,
8673857250, -4.641089e+000,
8690731875, -4.656418e+000,
8707606500, -4.694235e+000,
8724481125, -4.713276e+000,
8741355750, -4.752260e+000,
8758230375, -4.827316e+000,
8775105000, -4.873815e+000,
8791979625, -4.876771e+000,
8808854250, -4.823415e+000,
8825728875, -4.761664e+000,
8842603500, -4.757379e+000,
8859478125, -4.808493e+000,
8876352750, -4.837377e+000,
8893227375, -4.836711e+000,
8910102000, -4.789792e+000,
8926976625, -4.745022e+000,
8943851250, -4.752153e+000,
8960725875, -4.745566e+000,
8977600500, -4.762500e+000,
8994475125, -4.797069e+000,
9011349750, -4.834437e+000,
9028224375, -4.872180e+000,
9045099000, -4.874640e+000,
9061973625, -4.847744e+000,
9078848250, -4.835976e+000,
9095722875, -4.803948e+000,
9112597500, -4.784702e+000,
9129472125, -4.820112e+000,
9146346750, -4.865628e+000,
9163221375, -4.873000e+000,
9180096000, -4.863842e+000,
9196970625, -4.828428e+000,
9213845250, -4.831392e+000,
9230719875, -4.848443e+000,
9247594500, -4.861996e+000,
9264469125, -4.876990e+000,
9281343750, -4.863480e+000,
9298218375, -4.909332e+000,
9315093000, -4.925618e+000,
9331967625, -4.865749e+000,
9348842250, -4.847101e+000,
9365716875, -4.826287e+000,
9382591500, -4.842166e+000,
9399466125, -4.865824e+000,
9416340750, -4.902020e+000,
9433215375, -4.929317e+000,
9450090000, -4.951464e+000,
9466964625, -4.990109e+000,
9483839250, -5.054050e+000,
9500713875, -5.019535e+000,
9517588500, -4.978137e+000,
9534463125, -4.935076e+000,
9551337750, -4.924307e+000,
9568212375, -4.959695e+000,
9585087000, -4.978057e+000,
9601961625, -4.966221e+000,
9618836250, -4.971382e+000,
9635710875, -4.978138e+000,
9652585500, -5.003720e+000,
9669460125, -5.000878e+000,
9686334750, -4.990476e+000,
9703209375, -4.989853e+000,
9720084000, -5.018240e+000,
9736958625, -5.057694e+000,
9753833250, -5.096309e+000,
9770707875, -5.108051e+000,
9787582500, -5.076303e+000,
9804457125, -5.055971e+000,
9821331750, -5.094226e+000,
9838206375, -5.162461e+000,
9855081000, -5.305610e+000,
9871955625, -5.406380e+000,
9888830250, -5.408467e+000,
9905704875, -5.334011e+000,
9922579500, -5.226962e+000,
9939454125, -5.192644e+000,
9956328750, -5.212378e+000,
9973203375, -5.312418e+000,
9990078000, -5.420154e+000,
10006952625, -5.452072e+000,
10023827250, -5.367760e+000,
10040701875, -5.321089e+000,
10057576500, -5.352210e+000,
10074451125, -5.452423e+000,
10091325750, -5.533433e+000,
10108200375, -5.492715e+000,
10125075000, -5.451270e+000,
10141949625, -5.455301e+000,
10158824250, -5.524895e+000,
10175698875, -5.548600e+000,
10192573500, -5.476667e+000,
10209448125, -5.333050e+000,
10226322750, -5.277246e+000,
10243197375, -5.312678e+000,
10260072000, -5.392108e+000,
10276946625, -5.513983e+000,
10293821250, -5.643225e+000,
10310695875, -5.707742e+000,
10327570500, -5.680406e+000,
10344445125, -5.636722e+000,
10361319750, -5.636714e+000,
10378194375, -5.633207e+000,
10395069000, -5.573636e+000,
10411943625, -5.502243e+000,
10428818250, -5.442067e+000,
10445692875, -5.389864e+000,
10462567500, -5.294291e+000,
10479442125, -5.249293e+000,
10496316750, -5.286635e+000,
10513191375, -5.471580e+000,
10530066000, -5.576015e+000,
10546940625, -5.537199e+000,
10563815250, -5.418029e+000,
10580689875, -5.364629e+000,
10597564500, -5.357148e+000,
10614439125, -5.329437e+000,
10631313750, -5.290424e+000,
10648188375, -5.327593e+000,
10665063000, -5.386757e+000,
10681937625, -5.391178e+000,
10698812250, -5.377234e+000,
10715686875, -5.313644e+000,
10732561500, -5.321681e+000,
10749436125, -5.379621e+000,
10766310750, -5.438933e+000,
10783185375, -5.474137e+000,
10800060000, -5.464087e+000,
10816934625, -5.361815e+000,
10833809250, -5.401081e+000,
10850683875, -5.364494e+000,
10867558500, -5.392724e+000,
10884433125, -5.444592e+000,
10901307750, -5.478766e+000,
10918182375, -5.581312e+000,
10935057000, -5.627512e+000,
10951931625, -5.732183e+000,
10968806250, -5.838542e+000,
10985680875, -5.878726e+000,
11002555500, -5.923646e+000,
11019430125, -5.948156e+000,
11036304750, -5.924163e+000,
11053179375, -5.765854e+000,
11070054000, -5.640902e+000,
11086928625, -5.565836e+000,
11103803250, -5.525198e+000,
11120677875, -5.486986e+000,
11137552500, -5.499706e+000,
11154427125, -5.518176e+000,
11171301750, -5.536500e+000,
11188176375, -5.599950e+000,
11205051000, -5.654930e+000,
11221925625, -5.751572e+000,
11238800250, -5.869017e+000,
11255674875, -5.980021e+000,
11272549500, -5.972451e+000,
11289424125, -5.880406e+000,
11306298750, -5.762427e+000,
11323173375, -5.671717e+000,
11340048000, -5.707891e+000,
11356922625, -5.814524e+000,
11373797250, -5.980760e+000,
11390671875, -6.167425e+000,
11407546500, -6.217791e+000,
11424421125, -6.273762e+000,
11441295750, -6.286094e+000,
11458170375, -6.349515e+000,
11475045000, -6.397573e+000,
11491919625, -6.349202e+000,
11508794250, -6.234372e+000,
11525668875, -6.054224e+000,
11542543500, -5.896831e+000,
11559418125, -5.855257e+000,
11576292750, -5.794602e+000,
11593167375, -5.794143e+000,
11610042000, -5.973697e+000,
11626916625, -6.151116e+000,
11643791250, -6.192900e+000,
11660665875, -6.071114e+000,
11677540500, -5.917800e+000,
11694415125, -5.845119e+000,
11711289750, -5.855026e+000,
11728164375, -5.899193e+000,
11745039000, -5.967852e+000,
11761913625, -5.978576e+000,
11778788250, -5.959184e+000,
11795662875, -5.878468e+000,
11812537500, -5.768112e+000,
11829412125, -5.737866e+000,
11846286750, -5.792141e+000,
11863161375, -5.885839e+000,
11880036000, -6.029404e+000,
11896910625, -6.196700e+000,
11913785250, -6.244807e+000,
11930659875, -6.156029e+000,
11947534500, -6.038662e+000,
11964409125, -5.987966e+000,
11981283750, -6.042048e+000,
11998158375, -6.035389e+000,
12015033000, -5.912700e+000,
12031907625, -5.843079e+000,
12048782250, -5.841216e+000,
12065656875, -5.829541e+000,
12082531500, -5.868011e+000,
12099406125, -5.894401e+000,
12116280750, -5.853199e+000,
12133155375, -5.864026e+000,
12150030000, -5.863695e+000,
12166904625, -5.891228e+000,
12183779250, -5.886789e+000,
12200653875, -5.902790e+000,
12217528500, -5.915257e+000,
12234403125, -5.918207e+000,
12251277750, -5.961949e+000,
12268152375, -6.014040e+000,
12285027000, -6.047527e+000,
12301901625, -6.111184e+000,
12318776250, -6.339507e+000,
12335650875, -6.689841e+000,
12352525500, -6.770706e+000,
12369400125, -6.581698e+000,
12386274750, -6.258915e+000,
12403149375, -6.124124e+000,
12420024000, -6.135019e+000,
12436898625, -6.175289e+000,
12453773250, -6.233179e+000,
12470647875, -6.299096e+000,
12487522500, -6.409126e+000,
12504397125, -6.466793e+000,
12521271750, -6.390205e+000,
12538146375, -6.284509e+000,
12555021000, -6.227578e+000,
12571895625, -6.160607e+000,
12588770250, -6.153774e+000,
12605644875, -6.227573e+000,
12622519500, -6.352448e+000,
12639394125, -6.380110e+000,
12656268750, -6.301277e+000,
12673143375, -6.257249e+000,
12690018000, -6.373781e+000,
12706892625, -6.432520e+000,
12723767250, -6.429624e+000,
12740641875, -6.623783e+000,
12757516500, -7.030224e+000,
12774391125, -7.319263e+000,
12791265750, -7.281930e+000,
12808140375, -7.056360e+000,
12825015000, -6.891273e+000,
12841889625, -6.641079e+000,
12858764250, -6.443323e+000,
12875638875, -6.487929e+000,
12892513500, -6.610936e+000,
12909388125, -6.571529e+000,
12926262750, -6.324361e+000,
12943137375, -6.183152e+000,
12960012000, -6.214336e+000,
12976886625, -6.252258e+000,
12993761250, -6.245676e+000,
13010635875, -6.283426e+000,
13027510500, -6.430970e+000,
13044385125, -6.511254e+000,
13061259750, -6.501963e+000,
13078134375, -6.461911e+000,
13095009000, -6.446173e+000,
13111883625, -6.502326e+000,
13128758250, -6.503563e+000,
13145632875, -6.409943e+000,
13162507500, -6.366590e+000,
13179382125, -6.330545e+000,
13196256750, -6.392963e+000,
13213131375, -6.533473e+000,
13230006000, -6.634489e+000,
13246880625, -6.660119e+000,
13263755250, -6.660630e+000,
13280629875, -6.630293e+000,
13297504500, -6.608516e+000,
13314379125, -6.497443e+000,
13331253750, -6.404070e+000,
13348128375, -6.335637e+000,
13365003000, -6.432857e+000,
13381877625, -6.454587e+000,
13398752250, -6.397300e+000,
13415626875, -6.350248e+000,
13432501500, -6.375517e+000,
13449376125, -6.366334e+000,
13466250750, -6.320131e+000,
13483125375, -6.273268e+000,
13500000000, -6.400241e+000,
