"S21 Log Mag"
"Frequency (Hz)","dB",
3628344375, -2.103539e+001,
3645219000, -2.057783e+001,
3662093625, -1.976121e+001,
3678968250, -1.873313e+001,
3695842875, -1.745360e+001,
3712717500, -1.626081e+001,
3729592125, -1.518958e+001,
3746466750, -1.412046e+001,
3763341375, -1.300107e+001,
3780216000, -1.179197e+001,
3797090625, -1.045515e+001,
3813965250, -9.309392e+000,
3830839875, -8.390732e+000,
3847714500, -7.522504e+000,
3864589125, -6.551674e+000,
3881463750, -5.610527e+000,
3898338375, -4.849593e+000,
3915213000, -4.370057e+000,
3932087625, -4.096570e+000,
3948962250, -3.942193e+000,
3965836875, -3.825452e+000,
3982711500, -3.779434e+000,
3999586125, -3.777062e+000,
4016460750, -3.789142e+000,
4033335375, -3.762497e+000,
4050210000, -3.739726e+000,
4067084625, -3.753361e+000,
4083959250, -3.771938e+000,
4100833875, -3.793551e+000,
4117708500, -3.796281e+000,
4134583125, -3.775182e+000,
4151457750, -3.760484e+000,
4168332375, -3.742915e+000,
4185207000, -3.729773e+000,
4202081625, -3.747779e+000,
4218956250, -3.775283e+000,
4235830875, -3.789405e+000,
4252705500, -3.771364e+000,
4269580125, -3.761134e+000,
4286454750, -3.808816e+000,
4303329375, -3.993905e+000,
4320204000, -4.250861e+000,
4337078625, -4.386133e+000,
4353953250, -4.309282e+000,
4370827875, -4.121473e+000,
4387702500, -3.993485e+000,
4404577125, -3.968313e+000,
4421451750, -3.999116e+000,
4438326375, -4.041894e+000,
4455201000, -4.047887e+000,
4472075625, -4.015785e+000,
4488950250, -3.974231e+000,
4505824875, -4.005976e+000,
4522699500, -4.107819e+000,
4539574125, -4.224710e+000,
4556448750, -4.241885e+000,
4573323375, -4.125087e+000,
4590198000, -3.953195e+000,
4607072625, -3.834002e+000,
4623947250, -3.790706e+000,
4640821875, -3.802170e+000,
4657696500, -3.846905e+000,
4674571125, -3.937823e+000,
4691445750, -3.996984e+000,
4708320375, -3.964147e+000,
4725195000, -3.910576e+000,
4742069625, -3.866447e+000,
4758944250, -3.834791e+000,
4775818875, -3.788051e+000,
4792693500, -3.828768e+000,
4809568125, -3.928093e+000,
4826442750, -3.988976e+000,
4843317375, -3.966693e+000,
4860192000, -3.926699e+000,
4877066625, -3.891931e+000,
4893941250, -3.881927e+000,
4910815875, -3.896608e+000,
4927690500, -3.943498e+000,
4944565125, -4.056759e+000,
4961439750, -4.187309e+000,
4978314375, -4.265874e+000,
4995189000, -4.257752e+000,
5012063625, -4.245308e+000,
5028938250, -4.297325e+000,
5045812875, -4.410174e+000,
5062687500, -4.460071e+000,
5079562125, -4.402394e+000,
5096436750, -4.320959e+000,
5113311375, -4.328009e+000,
5130186000, -4.373074e+000,
5147060625, -4.334345e+000,
5163935250, -4.177811e+000,
5180809875, -4.048524e+000,
5197684500, -4.023853e+000,
5214559125, -4.027519e+000,
5231433750, -4.005612e+000,
5248308375, -3.993258e+000,
5265183000, -4.020394e+000,
5282057625, -4.127161e+000,
5298932250, -4.283123e+000,
5315806875, -4.395936e+000,
5332681500, -4.362870e+000,
5349556125, -4.203135e+000,
5366430750, -4.070759e+000,
5383305375, -4.046382e+000,
5400180000, -4.110311e+000,
5417054625, -4.164259e+000,
5433929250, -4.141214e+000,
5450803875, -4.090643e+000,
5467678500, -4.036515e+000,
5484553125, -4.012103e+000,
5501427750, -4.019755e+000,
5518302375, -4.034910e+000,
5535177000, -4.060863e+000,
5552051625, -4.097767e+000,
5568926250, -4.124509e+000,
5585800875, -4.108487e+000,
5602675500, -4.103973e+000,
5619550125, -4.159131e+000,
5636424750, -4.279022e+000,
5653299375, -4.434562e+000,
5670174000, -4.617700e+000,
5687048625, -4.678079e+000,
5703923250, -4.621262e+000,
5720797875, -4.475711e+000,
5737672500, -4.323872e+000,
5754547125, -4.185417e+000,
5771421750, -4.111988e+000,
5788296375, -4.077681e+000,
5805171000, -4.090621e+000,
5822045625, -4.153691e+000,
5838920250, -4.239193e+000,
5855794875, -4.277804e+000,
5872669500, -4.313676e+000,
5889544125, -4.316662e+000,
5906418750, -4.366786e+000,
5923293375, -4.411057e+000,
5940168000, -4.390583e+000,
5957042625, -4.344138e+000,
5973917250, -4.264669e+000,
5990791875, -4.185035e+000,
6007666500, -4.164482e+000,
6024541125, -4.168655e+000,
6041415750, -4.208855e+000,
6058290375, -4.238113e+000,
6075165000, -4.251306e+000,
6092039625, -4.214676e+000,
6108914250, -4.176785e+000,
6125788875, -4.158646e+000,
6142663500, -4.165247e+000,
6159538125, -4.207883e+000,
6176412750, -4.237695e+000,
6193287375, -4.246838e+000,
6210162000, -4.232552e+000,
6227036625, -4.242904e+000,
6243911250, -4.279899e+000,
6260785875, -4.297896e+000,
6277660500, -4.319278e+000,
6294535125, -4.332677e+000,
6311409750, -4.310634e+000,
6328284375, -4.278777e+000,
6345159000, -4.274094e+000,
6362033625, -4.284247e+000,
6378908250, -4.304217e+000,
6395782875, -4.340960e+000,
6412657500, -4.357404e+000,
6429532125, -4.332585e+000,
6446406750, -4.328557e+000,
6463281375, -4.322369e+000,
6480156000, -4.334138e+000,
6497030625, -4.357757e+000,
6513905250, -4.363088e+000,
6530779875, -4.364006e+000,
6547654500, -4.411054e+000,
6564529125, -4.441427e+000,
6581403750, -4.470549e+000,
6598278375, -4.501123e+000,
6615153000, -4.548459e+000,
6632027625, -4.578962e+000,
6648902250, -4.592798e+000,
6665776875, -4.556865e+000,
6682651500, -4.476092e+000,
6699526125, -4.434021e+000,
6716400750, -4.464861e+000,
