"S21 Log Mag"
"Frequency (Hz)","dB",
11424421125, 2.805943e+001,
11441295750, 2.804939e+001,
11458170375, 2.803778e+001,
11475045000, 2.803722e+001,
11491919625, 2.802655e+001,
11508794250, 2.803429e+001,
11525668875, 2.804339e+001,
11542543500, 2.806348e+001,
11559418125, 2.808595e+001,
11576292750, 2.811682e+001,
11593167375, 2.811914e+001,
11610042000, 2.810079e+001,
11626916625, 2.807307e+001,
11643791250, 2.802643e+001,
11660665875, 2.797176e+001,
11677540500, 2.790848e+001,
11694415125, 2.783975e+001,
11711289750, 2.779528e+001,
11728164375, 2.779695e+001,
11745039000, 2.782611e+001,
11761913625, 2.787095e+001,
11778788250, 2.791044e+001,
11795662875, 2.794952e+001,
11812537500, 2.798537e+001,
11829412125, 2.800420e+001,
11846286750, 2.799436e+001,
11863161375, 2.796111e+001,
11880036000, 2.793189e+001,
11896910625, 2.790609e+001,
11913785250, 2.790789e+001,
11930659875, 2.791401e+001,
11947534500, 2.791170e+001,
11964409125, 2.792806e+001,
11981283750, 2.790644e+001,
11998158375, 2.788092e+001,
12015033000, 2.780594e+001,
12031907625, 2.771156e+001,
12048782250, 2.762080e+001,
12065656875, 2.753717e+001,
12082531500, 2.746384e+001,
12099406125, 2.742979e+001,
12116280750, 2.746677e+001,
12133155375, 2.750171e+001,
12150030000, 2.757036e+001,
12166904625, 2.762334e+001,
12183779250, 2.768600e+001,
12200653875, 2.773265e+001,
12217528500, 2.775727e+001,
12234403125, 2.774232e+001,
12251277750, 2.771239e+001,
12268152375, 2.768456e+001,
12285027000, 2.765801e+001,
12301901625, 2.763717e+001,
12318776250, 2.763769e+001,
12335650875, 2.763566e+001,
12352525500, 2.765958e+001,
12369400125, 2.767648e+001,
12386274750, 2.769248e+001,
12403149375, 2.768282e+001,
12420024000, 2.764081e+001,
12436898625, 2.757187e+001,
12453773250, 2.746791e+001,
12470647875, 2.736690e+001,
12487522500, 2.726597e+001,
12504397125, 2.717916e+001,
12521271750, 2.713003e+001,
12538146375, 2.711952e+001,
12555021000, 2.713082e+001,
12571895625, 2.713689e+001,
12588770250, 2.715138e+001,
12605644875, 2.716555e+001,
12622519500, 2.718330e+001,
12639394125, 2.717871e+001,
12656268750, 2.713600e+001,
12673143375, 2.710893e+001,
12690018000, 2.707338e+001,
12706892625, 2.706427e+001,
12723767250, 2.706894e+001,
12740641875, 2.711882e+001,
12757516500, 2.719075e+001,
12774391125, 2.727453e+001,
12791265750, 2.734246e+001,
12808140375, 2.738657e+001,
12825015000, 2.739482e+001,
12841889625, 2.737607e+001,
12858764250, 2.733841e+001,
12875638875, 2.726608e+001,
12892513500, 2.720974e+001,
12909388125, 2.715082e+001,
12926262750, 2.711848e+001,
12943137375, 2.710096e+001,
12960012000, 2.710525e+001,
12976886625, 2.710177e+001,
12993761250, 2.712188e+001,
13010635875, 2.711831e+001,
13027510500, 2.710192e+001,
13044385125, 2.708016e+001,
13061259750, 2.703785e+001,
13078134375, 2.700955e+001,
13095009000, 2.695640e+001,
13111883625, 2.692925e+001,
13128758250, 2.690367e+001,
13145632875, 2.693777e+001,
13162507500, 2.695729e+001,
13179382125, 2.697410e+001,
13196256750, 2.698809e+001,
13213131375, 2.700257e+001,
13230006000, 2.701405e+001,
13246880625, 2.702147e+001,
13263755250, 2.699079e+001,
13280629875, 2.693776e+001,
13297504500, 2.691684e+001,
13314379125, 2.691777e+001,
13331253750, 2.690226e+001,
13348128375, 2.689003e+001,
13365003000, 2.689000e+001,
13381877625, 2.692849e+001,
13398752250, 2.695242e+001,
13415626875, 2.696813e+001,
13432501500, 2.693806e+001,
13449376125, 2.688958e+001,
13466250750, 2.680599e+001,
13483125375, 2.670363e+001,
13500000000, 2.659540e+001,
