"S21 Log Mag"
"Frequency (Hz)","dB",
7593881250, -4.324676e+000,
7610755875, -4.325022e+000,
7627630500, -4.289058e+000,
7644505125, -4.290083e+000,
7661379750, -4.292205e+000,
7678254375, -4.296675e+000,
7695129000, -4.331082e+000,
7712003625, -4.327885e+000,
7728878250, -4.337737e+000,
7745752875, -4.361833e+000,
7762627500, -4.346608e+000,
7779502125, -4.388648e+000,
7796376750, -4.377102e+000,
7813251375, -4.354769e+000,
7830126000, -4.375966e+000,
7847000625, -4.388849e+000,
7863875250, -4.402477e+000,
7880749875, -4.456755e+000,
7897624500, -4.468852e+000,
7914499125, -4.433980e+000,
7931373750, -4.420590e+000,
7948248375, -4.425768e+000,
7965123000, -4.470957e+000,
7981997625, -4.473546e+000,
7998872250, -4.459915e+000,
8015746875, -4.426296e+000,
8032621500, -4.451898e+000,
8049496125, -4.539082e+000,
8066370750, -4.565999e+000,
8083245375, -4.507447e+000,
8100120000, -4.462648e+000,
8116994625, -4.494776e+000,
8133869250, -4.484650e+000,
8150743875, -4.578697e+000,
8167618500, -4.633667e+000,
8184493125, -4.588396e+000,
8201367750, -4.520757e+000,
8218242375, -4.509017e+000,
8235117000, -4.508565e+000,
8251991625, -4.571241e+000,
8268866250, -4.601562e+000,
8285740875, -4.586580e+000,
8302615500, -4.578890e+000,
8319490125, -4.586517e+000,
8336364750, -4.559010e+000,
8353239375, -4.524368e+000,
8370114000, -4.529107e+000,
8386988625, -4.554928e+000,
8403863250, -4.572953e+000,
8420737875, -4.544434e+000,
8437612500, -4.544334e+000,
8454487125, -4.553041e+000,
8471361750, -4.568134e+000,
8488236375, -4.585575e+000,
8505111000, -4.632967e+000,
8521985625, -4.625092e+000,
8538860250, -4.652233e+000,
8555734875, -4.706624e+000,
8572609500, -4.679858e+000,
8589484125, -4.624143e+000,
8606358750, -4.640393e+000,
8623233375, -4.664896e+000,
8640108000, -4.624204e+000,
8656982625, -4.623699e+000,
8673857250, -4.626486e+000,
8690731875, -4.643780e+000,
8707606500, -4.613988e+000,
8724481125, -4.652087e+000,
8741355750, -4.647269e+000,
8758230375, -4.649172e+000,
8775105000, -4.673004e+000,
8791979625, -4.694161e+000,
8808854250, -4.747566e+000,
8825728875, -4.825320e+000,
8842603500, -4.790217e+000,
8859478125, -4.705786e+000,
8876352750, -4.717278e+000,
8893227375, -4.713714e+000,
8910102000, -4.681580e+000,
8926976625, -4.707604e+000,
8943851250, -4.708137e+000,
8960725875, -4.803484e+000,
8977600500, -4.888225e+000,
8994475125, -4.881277e+000,
9011349750, -4.892340e+000,
9028224375, -4.935565e+000,
9045099000, -4.832394e+000,
9061973625, -4.754508e+000,
9078848250, -4.726610e+000,
9095722875, -4.728422e+000,
9112597500, -4.780150e+000,
9129472125, -4.805967e+000,
9146346750, -4.786391e+000,
9163221375, -4.701600e+000,
9180096000, -4.731087e+000,
9196970625, -4.759497e+000,
9213845250, -4.809726e+000,
9230719875, -4.785903e+000,
9247594500, -4.779283e+000,
9264469125, -4.801167e+000,
9281343750, -4.784397e+000,
9298218375, -4.804010e+000,
9315093000, -4.793130e+000,
9331967625, -4.809263e+000,
9348842250, -4.767591e+000,
9365716875, -4.783657e+000,
9382591500, -4.830635e+000,
9399466125, -4.856717e+000,
9416340750, -4.820559e+000,
9433215375, -4.846240e+000,
9450090000, -4.857422e+000,
9466964625, -4.885025e+000,
9483839250, -4.940969e+000,
9500713875, -4.932849e+000,
9517588500, -5.011877e+000,
9534463125, -5.149467e+000,
9551337750, -5.224708e+000,
9568212375, -5.127545e+000,
9585087000, -5.149062e+000,
9601961625, -5.118739e+000,
9618836250, -5.022408e+000,
9635710875, -4.940016e+000,
9652585500, -4.933225e+000,
